code_muni;2007
1100015;23857
1100023;82388
1100031;6575
1100049;76155
1100056;16290
1100064;17644
1100072;9476
1100080;13664
1100098;27867
1100106;39451
1100114;52453
1100122;107679
1100130;31475
1100148;17170
1100155;36040
1100189;32893
1100205;369345
1100254;22197
1100262;3174
1100288;48894
1100296;9264
1100304;66746
1100320;22622
1100338;21162
1100346;16485
1100379;11615
1100403;16758
1100452;33072
1100502;9648
1100601;5553
1100700;12455
1100809;16736
1100908;3624
1100924;7456
1100940;13857
1101005;11432
1101104;7905
1101203;10343
1101302;12086
1101401;12357
1101435;7750
1101450;4583
1101468;2358
1101476;3704
1101484;6286
1101492;15710
1101500;11757
1101559;4919
1101609;9952
1101708;13381
1101757;8751
1101807;8742
1200013;11520
1200054;5351
1200104;19065
1200138;6543
1200179;8446
1200203;73948
1200252;13434
1200302;31288
1200328;6059
1200336;13785
1200344;7148
1200351;13061
1200385;17258
1200393;8170
1200401;290639
1200427;12428
1200435;3948
1200450;18863
1200500;34230
1200609;32171
1200708;14314
1200807;13716
1300029;13010
1300060;8384
1300086;8152
1300102;13834
1300144;17451
1300201;13682
1300300;29907
1300409;24567
1300508;26645
1300607;29268
1300631;13809
1300680;13138
1300706;29818
1300805;31098
1300839;10547
1300904;11463
1301001;25110
1301100;31070
1301159;23023
1301209;65222
1301308;16025
1301407;29411
1301506;16438
1301605;19726
1301654;14102
1301704;38559
1301803;17177
1301852;32869
1301902;84676
1301951;8078
1302009;9141
1302108;5281
1302207;8658
1302306;17129
1302405;36909
1302504;82309
1302553;19164
1302603;1646602
1302702;44327
1302801;17507
1302900;47020
1303007;17553
1303106;29184
1303205;14630
1303304;18196
1303403;102044
1303502;18325
1303536;24360
1303569;24858
1303601;16921
1303700;29249
1303809;39129
1303908;30727
1303957;8731
1304005;8211
1304062;45293
1304104;19453
1304203;62920
1304237;19090
1304260;9859
1304302;15716
1304401;17184
1400027;7586
1400050;14386
1400100;249853
1400159;10231
1400175;11119
1400209;17981
1400233;7086
1400282;5863
1400308;12546
1400407;7118
1400456;8640
1400472;24466
1400506;5727
1400605;5720
1400704;7403
1500107;132222
1500131;6592
1500206;47923
1500305;31183
1500347;28658
1500404;52661
1500503;30903
1500602;92105
1500701;24942
1500800;484278
1500859;17787
1500909;37086
1500958;21239
1501006;18830
1501105;18580
1501204;26190
1501253;3812
1501303;84560
1501402;1408847
1501451;12707
1501501;43282
1501576;13145
1501600;11279
1501709;101728
1501725;18749
1501758;7444
1501782;47069
1501808;94458
1501907;22535
1501956;17649
1502004;18995
1502103;110323
1502152;23757
1502202;61350
1502301;50839
1502400;152126
1502509;19368
1502608;10981
1502707;45267
1502756;21422
1502764;10452
1502772;17769
1502806;25388
1502855;11928
1502905;33768
1502939;38150
1502954;28554
1503002;17253
1503044;14964
1503077;24619
1503093;27166
1503101;24384
1503200;33778
1503309;54673
1503408;9592
1503457;39563
1503507;29746
1503606;118194
1503705;42002
1503754;37073
1503804;51511
1503903;33775
1504000;23284
1504059;27614
1504109;7650
1504208;196468
1504307;28296
1504406;26651
1504422;93416
1504455;22624
1504505;17845
1504604;23258
1504703;63821
1504802;61350
1504901;28796
1504950;22447
1504976;14086
1505007;12103
1505031;21598
1505064;51645
1505106;46793
1505205;25420
1505304;55175
1505403;15152
1505437;20415
1505486;38365
1505494;7156
1505502;90819
1505536;133298
1505551;6466
1505601;7679
1505635;12707
1505650;17898
1505700;24276
1505809;45586
1505908;26489
1506005;26436
1506104;10463
1506112;12620
1506138;64583
1506161;16993
1506187;45016
1506195;32950
1506203;37066
1506302;17077
1506351;13714
1506401;5921
1506500;51763
1506559;18123
1506583;16012
1506609;22147
1506708;49053
1506807;274285
1506906;6007
1507003;24814
1507102;16179
1507151;21094
1507201;27094
1507300;59238
1507409;11913
1507458;24872
1507466;4715
1507474;18919
1507508;11673
1507607;42987
1507706;20500
1507755;5117
1507805;14302
1507904;21395
1507953;64281
1507961;9861
1507979;15316
1508001;47081
1508035;26129
1508050;16097
1508084;26513
1508100;89264
1508126;31881
1508159;35076
1508209;43847
1508308;53217
1508357;9693
1508407;38457
1600055;3772
1600105;7492
